asset_id;asset_name;voltage_level;criticality;measurement_uuid;measured_at;overall_severity;humidity;temperature;method;unit;value;reading_severity;threshold_watch;threshold_warning;threshold_critical;reading_point_name;phase;position;lab_fault_type;lab_status;h2_ppm
TR-27;TR-27;;Medium;249df38d-3097-ca32-2be4-fa81a2542fea;2023-03-27;Normal;50.76;31.71;UHF;mV;10.656;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;5
TR-27;TR-27;;Medium;249df38d-3097-ca32-2be4-fa81a2542fea;2023-03-27;Normal;50.76;31.71;UHF;mV;10.642;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;5
TR-27;TR-27;;Medium;249df38d-3097-ca32-2be4-fa81a2542fea;2023-03-27;Normal;50.76;31.71;UHF;mV;7.751;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;5
TR-27;TR-27;;Medium;249df38d-3097-ca32-2be4-fa81a2542fea;2023-03-27;Normal;50.76;31.71;UHF;mV;8.623;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;5
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;9.73;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;8
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;9.144;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;8
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;14.339;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;8
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;15.031;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;8
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;9.241;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;8
TR-27;TR-27;;Medium;78ff1884-71af-316f-74f3-89796330c94a;2023-11-23;Normal;70.95;33.84;UHF;mV;9.838;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;8
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;31.4;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;28.25;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;18.162;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;17.761;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;15.435;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;bac96977-e24a-a76b-599e-404fa286c2fd;2023-05-03;Normal;46.43;29.39;UHF;mV;15.395;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;2;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;13.547;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;11.652;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;9.068;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;7.929;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;7.926;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;3
1N-TR-001;1N-TR-001;;Medium;43d29c0b-9bdc-942b-ac82-31b29bdb5bed;2024-02-06;Normal;50.73;29.21;UHF;mV;7.891;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;3
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;19.012;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;20.064;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;33.177;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;30.971;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;15.872;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;de03daec-256a-257b-8a34-10ee1a890ac3;2023-05-03;Normal;69.35;33.64;UHF;mV;16.733;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;26
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;24.809;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;18
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;22.623;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;18
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;32.036;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;18
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;31.557;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;18
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;16.792;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;18
2N-TR-001;2N-TR-001;;Medium;cf2523b0-156b-9cc1-acf8-ace67f8bec06;2024-02-07;Normal;66.58;37.75;UHF;mV;17.916;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;18
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;7.821;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;0
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;8.892;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;0
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;7.897;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;0
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;7.057;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;0
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;10.301;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;0
TR-31;TR-31;;Medium;07e4e63e-ee09-b745-5757-c2481620efe0;2023-05-03;Normal;58.27;35.24;UHF;mV;10.546;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;0
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;8.61;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;5
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;8.886;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;5
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;7.741;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;5
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;8.805;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;5
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;14.093;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;5
TR-31;TR-31;;Medium;eac952f7-73b6-6a72-0996-9771cd0aad32;2024-02-06;Normal;59.71;30.44;UHF;mV;14.78;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;5
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;16.968;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;15.215;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;27.03;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;26.381;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;21.045;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;7b9664d3-bf43-9f7c-e114-7b7654147ca1;2023-03-27;Normal;42.41;37.62;UHF;mV;22.671;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;9.858;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;11.018;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;16.361;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;18.013;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;10.359;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;0
F6P-1001MVTR;F6P-1001MVTR;;Medium;721517ee-20b9-05f5-fdcf-708e29d0a5fe;2023-11-23;Normal;49.32;32.82;UHF;mV;10.59;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;25.724;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;23.319;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;14.982;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;14.654;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;12.629;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;44187aea-fd0e-2e56-827e-7df223ee5f5a;2024-02-07;Normal;40.01;34.15;UHF;mV;12.205;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;0
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;23.752;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;7
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;22.59;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;7
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;15.066;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;7
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;17.846;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;7
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;15.616;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;7
TR-314C-Srigading;TR-314C-Srigading;;Medium;a04bcc05-4815-00f3-7e7e-3ee0bf93116d;2024-06-06;Normal;54.65;33.74;UHF;mV;15.323;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;7
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;18.569;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;16.455;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;13.378;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;15.472;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;13.763;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;94ad4f82-0302-d5a3-7b48-3d9830959541;2024-02-06;Normal;66.4;32.08;UHF;mV;12.81;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;0
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;56.455;Watch;50.0;200.0;500.0;UHF R-Top;R;Top;Stray Gassing;2;5
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;56.079;Watch;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Stray Gassing;2;5
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;47.954;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Stray Gassing;2;5
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;44.046;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Stray Gassing;2;5
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;28.842;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Stray Gassing;2;5
TR-Kolam-Renang;TR-Kolam-Renang;;Medium;12bd4c96-263d-e906-d899-d3a1a94ea5ff;2024-03-05;Watch;46.39;33.29;UHF;mV;32.881;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Stray Gassing;2;5
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;22.122;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;25.848;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;13.002;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;14.269;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;18.379;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;6e14109a-3e02-93fa-993d-924e5faee268;2016-11-18;Normal;44.1;37.19;UHF;mV;17.13;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;1088
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;33.221;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;30.756;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;24.262;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;23.48;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;18.344;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;ed695e5e-1818-9624-c0a2-c3a27c756fd1;2020-09-17;Normal;47.84;37.14;UHF;mV;18.727;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;439
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;77.579;Watch;50.0;200.0;500.0;UHF R-Top;R;Top;Stray Gassing;3;424
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;78.698;Watch;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Stray Gassing;3;424
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;43.556;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Stray Gassing;3;424
